ID,gender,employment,income,density,VMT
7946,Female,Not in labor force,27007,11302,17
7947,Female,Employed,14979,7628,18.2
7948,Female,Employed,32501,9463,20.2
7949,Male,Unemployed,60012,12032,23.1
7950,Male,Employed,66115,10514,25.1
7951,Male,Employed,57795,9962,25
7952,Male,Not in labor force,19133,10411,18.9
7953,Female,Employed,72106,9639,22.8
7954,Female,Not in labor force,22125,8330,17.1
7955,Female,Employed,47588,9048,21.3
7956,Female,Not in labor force,19242,11867,15.8
7957,Female,Unemployed,19872,7726,16.5
7958,Male,Employed,54028,10825,24.5
7959,Female,Not in labor force,23849,9224,16.4
7960,Female,Employed,32212,9179,19.8
7961,Male,Employed,82712,10458,25.7
7962,Female,Employed,86869,12804,22.7
7963,Male,Employed,99358,9758,26.6
7964,Female,Employed,58209,11469,21.8
7965,Female,Not in labor force,47231,12297,19
7966,Male,Employed,52608,12308,24.1
7967,Female,Not in labor force,11261,8299,15.1
7968,Male,Employed,78456,11076,25.7
7969,Female,Employed,25116,7890,19.6
7970,Male,Employed,81796,7480,25.9
7971,Female,Not in labor force,28580,12828,17.3
7972,Male,Unemployed,35131,9329,20.9
7973,Male,Employed,25734,10011,22.4
7974,Female,Employed,23974,8104,19.4
7975,Male,Not in labor force,26212,6913,20.9
7976,Male,Employed,69982,11219,25.2
7977,Female,Not in labor force,9423,11524,13.8
7978,Male,Not in labor force,35959,6500,21.7
7979,Male,Employed,65772,12084,24.9
7980,Male,Employed,108616,11900,26.5
7981,Male,Employed,65471,10120,25.5
7982,Female,Not in labor force,9217,13923,13.1
7983,Female,Not in labor force,15598,8154,15.3
7984,Male,Employed,41999,8624,23.9
7985,Female,Not in labor force,19790,11940,16.4
7986,Male,Employed,63771,8972,25.1
7987,Male,Employed,64186,10192,25.3
7988,Female,Employed,65876,7739,22.8
7989,Male,Employed,54555,10960,24.2
7990,Female,Employed,39444,11910,20.4
7991,Female,Not in labor force,28447,11079,17.4
7992,Female,Employed,92259,14024,23.1
7993,Female,Employed,14335,10168,17.3
7994,Male,Employed,73345,8040,26.1
7995,Female,Not in labor force,15573,12801,15
7996,Male,Employed,107062,7015,27.9
7997,Male,Employed,51596,8712,24.4
7998,Male,Not in labor force,37540,11998,20.8
7999,Female,Employed,34964,5836,20.9
8000,Female,Unemployed,4495,5765,12.4
8001,Male,Employed,64539,11532,25
8002,Male,Employed,117576,16294,26.6
8003,Male,Not in labor force,32609,9100,20.8
8004,Female,Employed,44125,9380,21.3
8005,Female,Not in labor force,10983,13128,13.9
8006,Male,Not in labor force,27929,12849,20.1
8007,Female,Not in labor force,32709,5361,18.8
8008,Male,Employed,82690,10821,25.6
8009,Male,Employed,69105,13971,25
8010,Female,Employed,42552,11314,20.5
8011,Female,Not in labor force,14641,12726,15
8012,Male,Not in labor force,14591,9706,17.9
8013,Female,Not in labor force,16657,9320,16
8014,Male,Employed,92198,11027,25.8
8015,Female,Employed,19267,11197,18.1
8016,Male,Employed,98469,13870,25.6
8017,Female,Not in labor force,16265,14650,15
8018,Female,Employed,22426,11372,18.3
8019,Female,Employed,51082,8049,22
8020,Male,Employed,39436,10673,24.2
8021,Female,Employed,15489,11944,17.4
8022,Male,Employed,105414,8268,27.4
8023,Female,Not in labor force,16434,10820,15.6
8024,Male,Employed,102814,7002,27.7
8025,Female,Not in labor force,30005,13022,17.1
8026,Female,Employed,37237,12014,19.7
8027,Female,Employed,148227,10627,24.5
8028,Female,Employed,54927,10856,21.4
8029,Male,Employed,75995,9727,25.7
8030,Female,Not in labor force,24358,5553,17.8
8031,Male,Employed,80053,8941,25.8
8032,Female,Employed,42350,9891,20.9
8033,Male,Not in labor force,38469,8633,21.8
8034,Male,Employed,234394,5380,30.5
8035,Female,Employed,24195,9915,18.7
8036,Female,Not in labor force,14239,8976,15.5
8037,Female,Employed,32915,9644,20.1
8038,Male,Not in labor force,20401,9434,19.1
8039,Female,Employed,33416,15577,19.1
8040,Female,Employed,68963,8861,23
8041,Male,Employed,39904,7713,23.9
8042,Male,Employed,90592,10841,26.2
8043,Female,Employed,36952,4265,22.1
8044,Female,Not in labor force,13194,11789,14.5
8045,Male,Employed,39498,10822,23.6
8046,Female,Employed,26549,7673,19.8
8047,Female,Not in labor force,27614,10467,16.9
8048,Female,Not in labor force,43792,9631,19.1
8049,Female,Not in labor force,15716,11807,15.1
8050,Female,Unemployed,15837,9671,15.7
8051,Male,Employed,117842,9078,27.1
8052,Female,Not in labor force,26033,10045,17.7
8053,Male,Employed,71136,14252,25.3
8054,Female,Unemployed,33492,10215,17.8
8055,Male,Employed,77746,12718,25.4
8056,Female,Employed,29852,12917,19.7
8057,Male,Employed,45835,10816,24.1
8058,Male,Not in labor force,58610,9808,22.6
8059,Female,Employed,63407,12418,21.9
8060,Male,Employed,60846,11605,24.6
8061,Male,Not in labor force,27827,10122,20.3
8062,Male,Employed,104136,7418,27.3
8063,Female,Employed,32442,10638,19.5
8064,Male,Employed,40354,12473,23.2
8065,Female,Employed,51230,11592,21.4
8066,Female,Not in labor force,50251,12262,18.8
8067,Male,Employed,35632,9068,23.2
8068,Female,Employed,32604,9249,19.7
8069,Female,Not in labor force,23225,6463,17.3
8070,Female,Employed,91770,11500,22.9
8071,Male,Employed,80439,6561,26.3
8072,Male,Unemployed,46760,13921,21.7
8073,Male,Not in labor force,39098,8659,21.7
8074,Female,Not in labor force,7390,13637,12.2
8075,Female,Employed,23213,7972,19.7
8076,Female,Employed,40450,10879,20.6
8077,Male,Employed,57114,6335,25.4
8078,Female,Employed,52686,7984,21.9
8079,Male,Employed,34416,10723,23.1
8080,Male,Employed,41149,9602,23.9
8081,Male,Employed,37821,6745,23.8
8082,Male,Not in labor force,41509,13530,21.1
8083,Female,Not in labor force,26250,6653,17.5
8084,Female,Not in labor force,27269,10816,17.3
8085,Female,Employed,40803,11906,20.5
8086,Male,Employed,59644,7302,25.2
8087,Female,Employed,35103,10112,20.2
8088,Female,Employed,20588,13582,17.6
8089,Female,Employed,52856,9164,21.7
8090,Female,Not in labor force,67868,13388,19.8
8091,Male,Employed,60542,11173,24.7
8092,Female,Not in labor force,12228,13167,14.2
8093,Female,Not in labor force,30456,7541,18.1
8094,Female,Not in labor force,15384,7023,16.1
8095,Female,Employed,19155,10912,17.8
8096,Male,Employed,37191,11126,23.2
8097,Male,Not in labor force,26452,10270,19.9
8098,Female,Employed,92036,10628,23.1
8099,Female,Employed,47994,10138,21.6
8100,Male,Employed,25631,9638,22
8101,Female,Not in labor force,28170,7685,18.3
8102,Female,Employed,14501,8901,17.5
8103,Female,Employed,22058,11155,18.7
8104,Male,Not in labor force,12001,15715,17.1
8105,Female,Not in labor force,26188,11040,17
8106,Female,Employed,31853,10203,20.1
8107,Male,Employed,33987,9086,23
8108,Female,Not in labor force,17980,12482,15.9
8109,Male,Employed,25435,11609,21.5
8110,Female,Not in labor force,27747,8939,17.7
8111,Female,Not in labor force,20911,10288,16.2
8112,Female,Employed,174112,10428,25.3
8113,Female,Unemployed,25911,9332,17.3
8114,Female,Unemployed,13628,12601,14.5
8115,Male,Employed,81570,9872,25.9
8116,Female,Employed,74212,11582,22.2
8117,Female,Not in labor force,23544,11533,16.8
8118,Female,Not in labor force,35328,11002,18
8119,Female,Employed,51502,11016,21.5
8120,Female,Not in labor force,5265,10797,12
8121,Male,Employed,71711,8016,26.2
8122,Male,Employed,37645,5391,24.6
8123,Female,Not in labor force,9707,5379,14.9
8124,Male,Not in labor force,25520,14040,19.6
8125,Female,Not in labor force,2241,9528,9.1
8126,Male,Employed,70458,11379,24.9
8127,Female,Employed,42574,5477,21.9
8128,Female,Employed,32145,9164,20.2
8129,Female,Employed,30824,9108,19.4
8130,Male,Employed,30810,10620,22.8
8131,Female,Employed,44984,13867,20.3
8132,Male,Employed,59122,7240,25.3
8133,Female,Employed,49617,7814,21.9
8134,Female,Not in labor force,23903,7679,17.1
8135,Female,Not in labor force,10050,7720,14.2
8136,Female,Employed,29322,8586,20
8137,Male,Employed,32457,9595,22.8
8138,Female,Employed,34128,5657,21
8139,Male,Employed,27518,8853,22.2
8140,Male,Employed,104610,14203,26.1
8141,Female,Employed,25200,7572,19.6
8142,Female,Employed,33552,9911,20
8143,Female,Not in labor force,48973,5892,20.4
8144,Male,Employed,56738,5941,25.4
8145,Female,Employed,50132,8286,22
8146,Female,Employed,38143,14563,19.8
8147,Male,Unemployed,43458,7728,21.7
8148,Male,Employed,64388,12952,24.8
8149,Male,Not in labor force,55329,11454,21.9
8150,Female,Employed,88078,9503,23.7
8151,Male,Employed,104136,11744,26.4
8152,Male,Unemployed,37808,11943,21.2
8153,Male,Unemployed,23605,13346,19.4
8154,Female,Not in labor force,19186,14346,15.8
8155,Male,Employed,21647,8284,22
8156,Male,Employed,84034,10858,25.8
8157,Female,Employed,23266,10192,18.6
8158,Male,Employed,48393,10201,24.5
8159,Female,Unemployed,55998,9308,20.1
8160,Female,Employed,44852,4523,22.2
8161,Female,Employed,44491,14084,20.4
8162,Female,Employed,29475,11984,19.2
8163,Female,Not in labor force,21597,11349,16.3
8164,Male,Employed,51303,8540,24.2
8165,Male,Not in labor force,46670,11303,21.9
8166,Male,Employed,90005,12556,26.1
8167,Female,Employed,20576,6272,19.3
8168,Female,Employed,20926,10985,18.2
8169,Female,Employed,37174,11514,20.1
8170,Male,Employed,83823,12331,25.5
8171,Male,Employed,119776,9246,27.3
8172,Female,Employed,67119,13199,22.1
8173,Female,Not in labor force,23896,8138,17.3
8174,Female,Unemployed,71750,10761,20.7
8175,Female,Employed,58506,7249,22.7
8176,Female,Employed,77163,10530,22.6
8177,Female,Employed,37950,8544,20.7
8178,Male,Not in labor force,45394,11501,21.2
8179,Male,Employed,30819,8001,23.1
8180,Female,Unemployed,27641,9844,17.7
8181,Female,Employed,21359,7423,19
8182,Female,Employed,97582,11127,23.2
8183,Male,Not in labor force,82711,10252,23.7
8184,Male,Employed,40135,11135,23.6
8185,Male,Unemployed,47997,8678,22.5
8186,Female,Employed,24772,12153,18.8
8187,Female,Employed,51094,10272,21.1
8188,Female,Not in labor force,15342,5747,16.6
8189,Female,Not in labor force,14167,8525,15
8190,Female,Not in labor force,15212,12563,15.2
8191,Female,Employed,48032,8879,21.1
8192,Female,Not in labor force,17595,10910,16.1
8193,Female,Not in labor force,30533,10576,17.4
8194,Female,Employed,79380,13271,22.9
8195,Female,Employed,31452,12608,19.5
8196,Female,Not in labor force,31524,9915,18.2
8197,Female,Unemployed,37300,6059,19.6
8198,Female,Not in labor force,23742,7299,17.6
8199,Female,Employed,38702,9497,20.4
8200,Male,Employed,61575,10675,25.1
8201,Male,Employed,102670,8667,27
8202,Female,Employed,47818,9217,21.4
8203,Male,Unemployed,64718,8190,23.4
8204,Male,Employed,21684,9636,21.9
8205,Female,Not in labor force,14614,6777,16
8206,Female,Employed,58077,13486,21.5
8207,Female,Not in labor force,22749,11220,16.4
8208,Female,Employed,21263,11866,18.6
8209,Male,Employed,84523,11532,25.5
8210,Male,Unemployed,15495,7178,18.9
8211,Male,Unemployed,14684,10894,18.4
8212,Female,Employed,38104,10570,20.1
8213,Female,Employed,25577,10998,19
8214,Female,Not in labor force,21795,9351,16.7
8215,Female,Not in labor force,43724,9570,19.2
8216,Male,Employed,55484,7750,25.4
8217,Female,Not in labor force,29051,13078,17.2
8218,Male,Unemployed,15845,12627,18.4
8219,Male,Not in labor force,46416,9668,21.9
8220,Male,Not in labor force,41513,6983,22.1
8221,Female,Not in labor force,3859,6971,11.5
8222,Male,Employed,52384,11740,24.4
8223,Female,Not in labor force,23425,15264,16.6
8224,Female,Not in labor force,36323,8331,18.4
8225,Female,Employed,68836,12973,22.1
8226,Male,Employed,87799,12704,26
8227,Female,Employed,99680,7886,24.3
8228,Female,Employed,60259,10308,21.8
8229,Female,Employed,51313,8215,21.9
8230,Female,Employed,59107,7174,22.5
8231,Male,Employed,38437,9013,23.7
8232,Female,Employed,38785,11095,20.7
8233,Female,Not in labor force,21313,9255,16.7
8234,Female,Employed,103675,9700,23.9
8235,Male,Employed,54601,8988,24.4
8236,Male,Employed,43410,6398,25.2
8237,Female,Employed,23543,8513,19.2
8238,Male,Employed,30950,6213,23.5
8239,Male,Employed,87841,10021,25.9
8240,Female,Employed,55912,14984,20.8
8241,Male,Employed,65684,11697,24.7
8242,Male,Employed,29467,3395,24.6
8243,Male,Employed,51073,11165,24.5
8244,Female,Not in labor force,21606,10580,16.7
8245,Female,Employed,72441,8742,23.2
8246,Female,Employed,22161,8709,19.2
8247,Female,Employed,57120,14988,21
8248,Male,Employed,36233,10813,23
8249,Female,Employed,222185,9020,26.7
8250,Female,Employed,30937,7096,20.4
8251,Female,Employed,39331,8458,20.7
8252,Male,Employed,62251,9547,24.7
8253,Male,Not in labor force,56429,10483,22.3
8254,Male,Unemployed,42928,7828,22.2
8255,Male,Employed,27927,8297,22.4
8256,Male,Not in labor force,65723,6418,24.1
8257,Female,Not in labor force,19285,15240,15.4
8258,Female,Employed,63570,14036,21.8
8259,Female,Employed,28018,8058,19.7
8260,Female,Not in labor force,12135,13035,14.7
8261,Male,Employed,73010,7780,26.3
8262,Male,Employed,57503,12042,24.3
8263,Male,Not in labor force,32838,9672,21.2
8264,Female,Not in labor force,111862,4750,23.3
8265,Female,Employed,56318,6045,22.5
8266,Male,Employed,58818,9317,25.1
8267,Female,Not in labor force,21089,12182,16.2
8268,Female,Employed,36798,11238,20.2
8269,Female,Employed,54915,7976,22
8270,Male,Not in labor force,44007,13066,21.1
8271,Male,Employed,69107,6907,25.6
8272,Male,Not in labor force,41273,11409,20.8
8273,Male,Employed,61370,8488,25.8
8274,Male,Not in labor force,57322,12761,22.2
8275,Female,Employed,67925,10625,22.4
8276,Female,Not in labor force,8742,8209,13.6
8277,Female,Not in labor force,36946,12573,17.9
8278,Female,Not in labor force,31915,10138,17.8
8279,Male,Employed,88369,8084,26.6
8280,Female,Not in labor force,9337,9153,13.6
8281,Female,Not in labor force,9634,9097,14.1
8282,Male,Employed,105705,7978,27.1
8283,Female,Not in labor force,9124,7244,14.2
8284,Female,Unemployed,66305,13267,19.8
8285,Male,Employed,179166,13484,28.2
8286,Male,Employed,126454,8708,27.7
8287,Female,Not in labor force,14168,13123,15
8288,Male,Employed,50497,10250,24.5
8289,Male,Employed,24695,7013,23
8290,Female,Not in labor force,22549,12920,16.4
8291,Female,Not in labor force,8832,7519,14
8292,Female,Employed,109393,6117,24.9
8293,Male,Employed,39091,9317,23.7
8294,Female,Employed,39788,5215,21.7
8295,Male,Employed,99135,8578,26.5
8296,Male,Employed,150429,9369,28.2
8297,Male,Employed,47768,13014,23.7
8298,Female,Not in labor force,11712,7966,15.2
8299,Male,Employed,44368,11077,23.9
8300,Female,Not in labor force,27539,8977,17.5
8301,Male,Employed,64092,12581,24.7
8302,Female,Not in labor force,31089,8729,17.8
8303,Female,Employed,50103,17426,21
8304,Male,Employed,43440,11303,23.6
8305,Female,Employed,43520,7815,21.5
8306,Female,Not in labor force,10809,9078,13.8
8307,Female,Employed,22060,10923,18.6
8308,Male,Not in labor force,10250,7176,17.8
8309,Male,Employed,19495,8145,21.5
8310,Male,Employed,101410,11415,26
8311,Female,Employed,38800,9564,20.5
8312,Female,Employed,49794,10722,20.8
8313,Female,Not in labor force,32996,12449,17.9
8314,Female,Not in labor force,40815,11183,18.6
8315,Male,Unemployed,26607,7431,21.3
8316,Male,Not in labor force,24252,7960,20.2
8317,Female,Employed,35920,13650,19.8
8318,Female,Employed,22573,9852,19.1
8319,Female,Not in labor force,14578,6028,16.3
8320,Female,Employed,25917,9813,19
8321,Male,Employed,128264,8057,27.5
8322,Male,Employed,47272,12708,24
8323,Female,Employed,27792,8368,19.5
8324,Female,Not in labor force,31336,8742,18.5
8325,Female,Employed,54080,14376,21.3
8326,Female,Not in labor force,33302,11582,18.1
8327,Female,Not in labor force,28703,8428,17.8
8328,Male,Employed,42194,6989,24.4
8329,Female,Employed,64521,7473,22.9
8330,Female,Not in labor force,27030,8642,17.5
8331,Female,Not in labor force,17442,10804,15.6
8332,Male,Employed,36491,10079,23.7
8333,Male,Employed,25365,9503,22.4
8334,Male,Employed,54213,6620,25.3
8335,Male,Employed,38273,9150,23.3
8336,Male,Employed,20138,8993,21.9
8337,Female,Not in labor force,17059,15962,15.2
8338,Female,Not in labor force,49891,10112,19.1
8339,Female,Not in labor force,7307,10833,12.9
8340,Male,Employed,43996,13059,23.2
8341,Male,Not in labor force,21958,13044,19.1
8342,Female,Employed,45860,9585,21.8
8343,Female,Not in labor force,16937,12911,15.2
8344,Female,Not in labor force,39403,10501,18.8
8345,Female,Employed,29737,11945,19.7
8346,Female,Not in labor force,14359,11311,14.8
8347,Male,Employed,70420,7639,26.1
8348,Female,Employed,124426,8075,24.7
8349,Female,Unemployed,15050,11868,14.9
8350,Male,Employed,63251,4993,26.1
8351,Female,Employed,61821,12629,22
8352,Male,Unemployed,40440,11695,21.2
8353,Male,Employed,26644,8326,22
8354,Female,Employed,53201,11057,21.4
8355,Female,Employed,29544,7648,20.2
8356,Female,Not in labor force,57113,6958,20.4
8357,Female,Not in labor force,32167,8665,18.1
8358,Male,Employed,154936,16063,27.3
8359,Female,Employed,57612,9446,22.4
8360,Female,Employed,63623,6535,23.3
8361,Female,Employed,39216,7849,20.9
8362,Female,Not in labor force,46692,9780,19.8
8363,Female,Employed,22283,10574,18.8
8364,Female,Not in labor force,14031,11300,14.5
8365,Female,Unemployed,23575,11044,17.1
8366,Male,Employed,88657,12585,25.9
8367,Female,Not in labor force,10111,9875,13.9
8368,Male,Employed,77738,10647,25.8
8369,Male,Employed,64911,11358,24.8
8370,Female,Not in labor force,37322,10764,18.4
8371,Male,Employed,106807,13190,26.5
8372,Female,Not in labor force,22449,10423,16.3
8373,Male,Not in labor force,25125,10246,20
8374,Female,Not in labor force,38142,9369,18.7
8375,Male,Employed,68887,4964,26.3
8376,Male,Employed,98866,10713,26.3
8377,Male,Employed,70590,9255,25.5
8378,Male,Employed,77264,11945,25.7
8379,Female,Employed,29570,9984,19.1
8380,Male,Not in labor force,20208,12311,18.6
8381,Male,Employed,92189,12183,26.2
8382,Male,Employed,17189,9351,21
8383,Male,Employed,40795,11866,23.6
8384,Male,Employed,51280,8816,24.7
8385,Male,Not in labor force,37348,7974,21.8
8386,Female,Employed,24931,11988,18.7
8387,Female,Employed,53464,11803,21.3
8388,Female,Not in labor force,53767,6616,20.4
8389,Female,Unemployed,48619,7072,20
8390,Male,Not in labor force,11566,9661,17.4
8391,Female,Employed,38475,7540,20.9
8392,Male,Employed,49107,11034,24.1
8393,Female,Not in labor force,7746,13220,12.5
8394,Male,Employed,40247,12194,23.5
8395,Male,Employed,76899,11348,25.4
8396,Male,Not in labor force,28233,9325,20.1
8397,Female,Employed,29850,10366,19.8
8398,Male,Employed,60425,11410,24.6
8399,Female,Employed,33360,13046,19.6
8400,Female,Employed,50833,8882,21.6
8401,Female,Not in labor force,33853,6677,18.4
8402,Male,Employed,72986,7169,26.1
8403,Male,Employed,126625,9459,27.4
8404,Male,Employed,57266,8688,25
8405,Male,Employed,42919,7393,24.3
8406,Male,Employed,31027,11498,22.5
8407,Male,Employed,209225,9056,29.1
8408,Female,Employed,34274,7511,20.3
8409,Female,Employed,33982,7159,20.8
8410,Female,Not in labor force,77236,9726,20.4
8411,Male,Employed,79405,11412,25.5
8412,Male,Employed,20808,13078,21.4
8413,Female,Not in labor force,26767,12026,17
8414,Male,Employed,67832,10803,25.7
8415,Male,Employed,45823,12662,23.2
8416,Male,Employed,107581,10117,27.1
8417,Female,Employed,18639,2155,20.5
8418,Female,Employed,45886,13429,20.7
8419,Male,Employed,99315,10252,26.4
8420,Male,Employed,81173,9676,26.5
8421,Female,Not in labor force,12887,7248,15.6
8422,Male,Not in labor force,33658,9638,20.9
8423,Male,Employed,36123,9934,23.1
8424,Male,Employed,79086,11975,25.6
8425,Male,Not in labor force,38047,11688,21.4
8426,Female,Not in labor force,16352,8355,16.2
8427,Male,Employed,39569,11603,23.1
8428,Female,Employed,26926,10408,19.5
8429,Female,Employed,40453,6358,21.5
8430,Female,Not in labor force,29105,6471,18.6
8431,Female,Employed,16104,9808,18.2
8432,Male,Employed,122130,8602,27.3
8433,Female,Not in labor force,17773,5777,16.7
8434,Male,Not in labor force,21364,8363,19.9
8435,Male,Not in labor force,47929,9146,22
8436,Female,Employed,64346,12880,21.9
8437,Female,Employed,60509,11043,21.8
8438,Male,Employed,220123,8916,29.2
8439,Male,Not in labor force,41976,8461,22.1
8440,Female,Employed,41736,4257,22.6
8441,Female,Employed,18619,10915,18.1
8442,Female,Not in labor force,42979,14519,18.2
8443,Male,Employed,52759,8794,24.4
8444,Male,Employed,85798,9794,26.6
8445,Female,Not in labor force,40159,8844,18.7
8446,Female,Employed,39076,10663,20.6
8447,Female,Not in labor force,58876,13382,19.5
8448,Female,Employed,58231,10388,21.6
8449,Female,Not in labor force,28088,6666,18.3
8450,Female,Employed,56825,9969,21.8
8451,Female,Not in labor force,25531,13093,17
8452,Male,Employed,45524,6581,24.7
8453,Female,Employed,62705,10793,21.9
8454,Female,Not in labor force,19684,12959,16
8455,Male,Employed,189118,11482,28.5
8456,Female,Employed,41670,8808,20.7
8457,Female,Unemployed,39013,10714,18.5
8458,Male,Employed,61097,12853,24.6
8459,Female,Unemployed,21135,8799,16.7
8460,Female,Not in labor force,9712,4757,14.7
8461,Male,Employed,44432,10265,24.1
8462,Female,Not in labor force,47085,12691,18.5
8463,Female,Not in labor force,25045,9756,17.1
8464,Male,Employed,77271,10581,25.7
8465,Female,Employed,24089,9483,18.7
8466,Male,Employed,58673,12071,24.6
8467,Male,Not in labor force,25318,9349,20.5
8468,Female,Not in labor force,52980,10513,19.1
8469,Male,Not in labor force,23694,10907,19.6
8470,Male,Employed,60683,10167,24.3
8471,Female,Employed,40679,9652,20.7
8472,Male,Employed,44767,5823,25.1
8473,Male,Employed,35374,9608,23
8474,Female,Employed,25615,12865,19
8475,Female,Not in labor force,15331,9685,14.9
8476,Female,Employed,23018,10195,18.7
8477,Female,Not in labor force,13873,5029,16.4
8478,Female,Unemployed,14450,10243,15.2
8479,Male,Employed,94852,9893,26.2
8480,Male,Employed,80326,8273,26.3
8481,Male,Employed,69814,8781,25.8
8482,Male,Employed,36230,9357,23.3
8483,Male,Unemployed,53974,13728,22.1
8484,Male,Employed,36715,12844,23.1
8485,Male,Employed,107050,4402,28.6
8486,Female,Employed,36270,5321,21.3
8487,Male,Unemployed,44609,9223,22.1
8488,Female,Employed,52239,14295,21.3
8489,Female,Employed,34037,8672,20.8
8490,Male,Unemployed,35235,11144,20.9
8491,Female,Employed,24065,12347,18.4
8492,Female,Unemployed,26032,12630,17.1
8493,Female,Employed,125396,9840,24.7
8494,Male,Unemployed,32211,13483,20.3
8495,Female,Not in labor force,24665,11352,17
8496,Male,Employed,49627,13770,24.4
8497,Female,Employed,133804,9507,25.3
8498,Female,Not in labor force,19823,10392,15.9
8499,Male,Employed,52476,8047,24.6
8500,Female,Employed,18807,14949,17.9
8501,Female,Employed,49554,8765,21.5
8502,Female,Not in labor force,5063,7998,11.7
8503,Male,Not in labor force,11293,14883,16.6
8504,Female,Not in labor force,22130,16440,15.7
8505,Female,Employed,56993,7812,22.1
8506,Male,Employed,121121,5636,28.2
8507,Male,Employed,112810,9607,27.4
8508,Male,Not in labor force,23477,15386,19
8509,Male,Employed,122098,3852,28.8
8510,Female,Employed,84788,7467,23.6
8511,Female,Employed,28401,10007,19.4
8512,Male,Employed,60828,11692,25
8513,Female,Not in labor force,26103,10271,17.2
8514,Female,Employed,37290,8065,20.6
8515,Female,Not in labor force,15952,9737,16
8516,Female,Employed,85067,11660,22.8
8517,Male,Unemployed,33532,12601,21.1
8518,Female,Employed,72614,13545,22.2
8519,Female,Employed,22721,5775,19.5
8520,Male,Employed,97148,9109,26.4
8521,Female,Not in labor force,64256,10640,20.1
8522,Male,Employed,16796,13215,20.8
8523,Male,Employed,72078,9473,26.1
8524,Male,Employed,25427,11732,21.6
8525,Male,Employed,45445,6339,25
8526,Female,Employed,96361,9871,23.4
8527,Female,Not in labor force,17844,12502,15.1
8528,Male,Employed,71305,12777,25
8529,Male,Employed,33659,14357,22.3
8530,Male,Unemployed,39759,8978,21.8
8531,Male,Employed,43855,6239,24.1
8532,Female,Not in labor force,12025,13873,13.9
8533,Female,Not in labor force,29103,9043,17.9
8534,Female,Not in labor force,7371,8941,13.5
8535,Female,Not in labor force,22407,9761,16.8
8536,Male,Employed,29143,11287,22.6
8537,Female,Employed,64588,12700,21.8
8538,Female,Not in labor force,39553,4667,19.7
8539,Female,Employed,19223,8276,18.2
8540,Male,Employed,38694,11958,23.1
8541,Male,Employed,148610,10924,27.5
8542,Female,Not in labor force,30724,9326,18.1
8543,Female,Employed,41173,7463,21.1
8544,Male,Unemployed,52668,9915,22.8
8545,Female,Not in labor force,19507,10907,15.9
8546,Male,Employed,60295,13910,24.4
8547,Male,Employed,160493,11837,28.1
8548,Female,Employed,44572,12090,20.4
8549,Male,Unemployed,26163,10542,20.3
8550,Female,Not in labor force,16260,11595,15.3
8551,Male,Employed,60090,11809,24.6
8552,Male,Employed,58616,8853,24.9
8553,Female,Employed,93233,9225,23.5
8554,Male,Employed,124712,10471,27.5
8555,Male,Not in labor force,35278,10836,20.9
8556,Male,Employed,104711,9556,26.4
8557,Female,Employed,45779,6339,21.8
8558,Male,Employed,58847,13095,24.3
8559,Female,Unemployed,10581,12880,14
8560,Male,Not in labor force,29783,7276,21.6
8561,Female,Not in labor force,15071,7876,15.5
8562,Female,Employed,31096,11112,20.1
8563,Female,Employed,84362,8565,23.1
8564,Female,Not in labor force,14249,11305,14.3
8565,Male,Employed,35663,8968,23.3
8566,Male,Employed,44653,9381,24.2
8567,Male,Employed,33410,8966,22.9
8568,Female,Not in labor force,10567,11683,13.5
8569,Male,Employed,42292,10142,23.8
8570,Female,Not in labor force,12421,11816,14.6
8571,Female,Employed,106887,7138,24.1
8572,Female,Not in labor force,46153,9066,18.8
8573,Male,Employed,101989,7471,27.2
8574,Female,Employed,76901,11274,22.5
8575,Male,Unemployed,39342,8093,22.1
8576,Male,Employed,67289,13292,25.1
8577,Female,Unemployed,28794,13372,17.3
8578,Male,Not in labor force,48962,10574,22.4
8579,Female,Not in labor force,43688,6467,19.4
8580,Male,Unemployed,79730,14724,23.6
8581,Male,Employed,44217,10416,23.9
8582,Male,Employed,88126,11023,25.9
8583,Female,Not in labor force,51783,12019,18.6
8584,Female,Employed,7556,15948,14.6
8585,Female,Not in labor force,25069,9879,17.1
8586,Male,Employed,56873,8376,25.5
8587,Female,Employed,55116,7610,22.5
8588,Female,Employed,163755,8591,25.9
8589,Female,Not in labor force,57296,10166,19.7
8590,Male,Employed,58222,11838,24.6
8591,Female,Not in labor force,53052,11980,19.2
8592,Male,Unemployed,43534,8117,22.5
8593,Male,Not in labor force,43202,11975,21.6
8594,Female,Employed,67530,8922,22.9
8595,Male,Employed,63461,11650,25.1
8596,Female,Employed,29263,8176,20.6
8597,Female,Employed,23336,8481,19.1
8598,Female,Not in labor force,11200,6669,15.3
8599,Male,Employed,32458,14610,22.6
8600,Male,Employed,36303,7016,23.6
8601,Female,Employed,29583,13553,18.9
8602,Male,Employed,61195,12150,24.8
8603,Female,Employed,32542,6030,21.3
8604,Male,Employed,34935,9672,23.5
8605,Female,Employed,13000,9959,16.9
8606,Female,Employed,66618,9460,22.2
8607,Female,Employed,22619,10482,19.1
8608,Male,Employed,111943,13491,26.6
8609,Female,Not in labor force,22434,12430,16.3
8610,Male,Employed,61759,9288,25.2
8611,Male,Employed,35202,13543,22.5
8612,Male,Employed,49983,4733,25.7
8613,Male,Employed,71680,6879,25.6
8614,Female,Not in labor force,28956,10165,17.1
